Serial-No,Period,Age-group,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,Airtime-Data-bundles
9441,20/04/2020,Millennials,,Same,More,Same
9442,20/04/2020,Gen X,,Same,Same,Same
9443,20/04/2020,Baby Boomers,,Same,More,Same
9444,20/04/2020,Millennials,,Same,Same,Same
9445,20/04/2020,Millennials,,Same,Same,Same
9446,20/04/2020,Gen X,,Same,Same,Same
9447,20/04/2020,Gen X,,Same,Same,Same
9448,20/04/2020,Millennials,,Same,Same,More
9449,20/04/2020,Millennials,,Same,Same,Same
9450,20/04/2020,Gen X,,Same,Same,Same
9451,20/04/2020,Millennials,,More,Same,Same
9452,20/04/2020,Gen X,,More,Same,Same
9453,20/04/2020,Millennials,,Same,More,Same
9454,20/04/2020,Millennials,,Same,Same,More
9455,20/04/2020,Millennials,,More,Same,Less
9456,20/04/2020,Millennials,,More,More,Less
9457,20/04/2020,Gen Z,,More,More,Same
9458,20/04/2020,Millennials,,More,More,Less
9459,20/04/2020,Gen X,,Same,Same,Same
9460,20/04/2020,Millennials,,More,More,Less
9461,20/04/2020,Millennials,,More,More,Less
9462,20/04/2020,Millennials,,Same,Same,More
9463,20/04/2020,Millennials,,More,More,More
9464,20/04/2020,Millennials,,More,More,More
9465,20/04/2020,Gen Z,,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
9466,20/04/2020,Millennials,,More,More,More
9467,20/04/2020,Millennials,,More,More,More
9468,20/04/2020,Millennials,,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
9469,20/04/2020,Gen Z,,Less,Less,Less
9470,20/04/2020,Gen Z,,More,More,More
9471,20/04/2020,Gen Z,,More,More,More
9472,20/04/2020,Gen X,,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
9473,20/04/2020,Millennials,,Less,More,More
9474,20/04/2020,Millennials,,Same,Same,Same
9475,20/04/2020,Millennials,,More,More,Same
9476,20/04/2020,Millennials,,More,More,Less
9477,20/04/2020,Gen X,,More,More,Less
9478,20/04/2020,Millennials,,More,More,Less
9479,20/04/2020,Gen X,,More,More,Less
9480,20/04/2020,Gen X,,More,More,Less
9481,20/04/2020,Millennials,,More,Same,More
9482,20/04/2020,Millennials,,More,More,Less
9483,20/04/2020,Gen X,,More,Same,More
9484,20/04/2020,Baby Boomers,,More,More,More
9485,20/04/2020,Gen Z,,More,More,Same
9486,20/04/2020,Gen Z,,More,More,More
9487,20/04/2020,Millennials,,More,More,More
9488,20/04/2020,Gen X,,More,More,Same
9489,20/04/2020,Gen X,,More,More,Same
9490,20/04/2020,Baby Boomers,,More,More,Same
9491,20/04/2020,Millennials,,More,More,Same
9492,20/04/2020,Millennials,,Same,More,Same
9493,20/04/2020,Millennials,,Same,Same,Same
9494,20/04/2020,Millennials,,More,Same,More
9495,20/04/2020,Millennials,,Same,More,Same
9496,20/04/2020,Gen X,,Same,More,More
9497,20/04/2020,Millennials,,More,Same,Same
9498,20/04/2020,Millennials,,More,More,More
9499,20/04/2020,Millennials,,More,More,Don't Know or Don't Buy
